1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201
热停堆-核岛,0.005609434,0.030902632,-0.017152354,-0.109693915,-0.016639711,0.024778612,-0.012776617,0.026707098,0.0438045,0.022186078,0.02972239,-0.046227198,0.064531036,-0.032910228,0.011317847,-0.03234075,0.06548662,-0.114782795,0.057155795,0.030172959,-0.024414405,-0.005804375,0.01883588,-0.02461999,-0.015363736,0.046557896,-0.045604464,-0.07705496,0.06866349,-0.05797401,0.030036446,-0.034047306,0.03020513,0.011527538,0.0046464624,-0.03969709,8.6512417E-4,-0.04980821,0.0147672035,-0.028347634,-0.029901324,-0.033272482,-0.03855109,-0.0018392317,-0.008405037,0.04436449,-0.054342575,-0.04513829,-0.059631262,0.027716545,-0.04586921,-0.014171116,-0.013115756,-0.052091874,-0.08431732,0.008203469,-0.06591022,0.007503379,-0.021867167,0.019892363,0.046418782,0.040847555,-0.022905491,0.0010988265,-0.0051007792,0.014430663,7.943809E-5,0.029651616,0.028135428,8.997321E-5,6.0115242E-5,0.0012911186,-0.026924893,-0.013059601,-0.06044147,0.03474623,0.05812589,0.013434242,-0.04521079,-0.02005732,-0.0343825,-0.0790937,-0.0022291504,0.03149261,-0.03784421,-0.040823832,0.025352966,0.0633356,-0.0027307197,0.094214275,0.017815478,0.0023251902,0.009612918,0.036730193,0.07712033,0.037825175,-0.04485453,-0.07014949,-2.783537E-5,0.056881413,-0.044622947,0.03494543,-0.024363246,0.0090259975,0.018911697,0.0023002476,0.005128377,0.014774419,-0.034497272,0.093249515,-0.030479029,-0.0063677654,-0.017997295,-0.016073888,0.0017547905,0.035172053,0.037318885,-0.023117043,-0.01658158,-0.08332912,0.059686467,-0.031244328,0.061752696,0.045130566,0.006261155,0.0086734295,-0.016366024,-0.013508245,-0.005444262,-0.0022805054,0.052860912,-0.009028636,0.05609837,-0.00723345,-0.007264644,-0.023559563,-0.06471766,0.09446964,-0.035690214,-0.05790454,0.0034097359,0.004508242,0.064887024,-0.021534557,-0.07109528,-0.012296379,-0.029367138,-0.01627171,-0.032438394,0.018209118,0.010590166,-0.008459937,-0.01646185,0.002957195,0.08034107,-0.054606996,-0.016481042,0.05819768,-0.070619375,-0.08955259,0.05555682,0.0045600533,0.012968503,0.04446231,-0.056194395,-0.004308492,-0.05114021,-0.011034666,0.023621917,0.03767632,-0.11216684,0.029444903,0.011227511,0.13740174,0.09911067,0.014583081,0.022835175,-0.03652174,0.020227673,-0.015260241,-0.05540116,-0.054420855,-0.038200732,-0.1505861,-0.045946397,-0.01737985,-0.025713518,-0.0010664053,0.024829201,-0.007869739,0.0073152324,0.03815165,-0.016583558,-0.029547017,0.11355187,0.033628594,0.036136337,-0.07485348,0.003953937,-0.05945108
高压转子-核电汽轮机,-0.06245099,-0.039799448,-0.04012184,-0.0171477,-0.02305651,0.07921833,0.011883423,-0.013894975,-0.002924841,-0.019653514,0.04476919,-0.0030603837,0.032397736,0.0040463544,0.0047959983,-0.03423002,-0.046295155,-0.008248113,-0.060561962,-0.03654933,0.0030788109,-0.015884198,0.0144535685,-0.04320709,-0.015562199,0.03648322,0.029013857,-0.015310958,0.005762808,-0.026743397,-0.015287727,0.02256538,-0.042444523,-0.029393148,-0.0069340672,0.010169022,-0.033831235,-0.0013286397,0.030770414,0.04264575,-9.743199E-4,0.043511346,0.029556163,2.8755516E-4,0.005816535,0.025176484,0.0155657865,-0.0132183,-0.0012854338,0.01764518,-0.022533447,-0.05497229,0.04174988,-0.06471612,0.0048048683,0.11957718,0.013447903,-0.0010090172,-0.029229276,0.028078899,0.005424103,0.042619698,-0.03391529,-0.03418746,-0.04688532,0.050556757,0.021196648,-1.0770932E-4,0.055008456,0.009089373,-0.038900215,0.011274263,0.0047006644,-0.015196501,0.017994631,-0.018008277,0.0290629,-0.030411318,-0.035161927,-0.060735356,-0.051623818,-0.046950575,-0.0066447556,0.013145687,0.0044137556,-0.049595118,-0.03932762,-0.017210249,0.08393482,0.03719125,-0.016578294,-0.049900968,-0.026924778,-0.03512218,-0.11779905,-0.07146002,0.06307773,-0.017781831,0.016471319,0.008528817,-0.0069550127,0.003918089,0.025158044,-0.022241943,0.042722125,0.005086126,0.00250379,-0.013446467,0.021682674,-0.004550291,0.05169867,0.07972414,0.013307609,0.029044805,0.038237844,-0.07885449,0.002850436,0.024681326,-0.008709053,0.063465364,-0.02940474,0.011540374,0.029504336,-0.02728356,0.0629088,-0.053945318,-0.02190303,0.020279512,-0.03517535,0.037181277,-0.0993296,-0.001890488,0.038954325,0.00790276,-0.013406245,0.02403086,-0.03370854,-0.033432357,-0.019991666,0.03755388,-0.0075153247,0.018582433,-0.00459479,-0.01979966,-0.023276923,-0.044604443,-0.018710706,-0.039183527,3.211759E-4,-4.633516E-4,-2.1269452E-4,-0.008069338,0.0043456466,0.04432691,-0.0076132864,-0.057275377,-0.0032111732,0.02404461,0.062428515,-0.08038257,-0.03291455,0.027196452,-0.01703091,1.4983583E-4,-0.0635412,0.054089513,0.05013374,0.013997316,0.029071866,0.0016915053,0.02681347,0.026661076,-0.009541325,-0.049206067,0.037709095,-0.03913228,-0.02600282,-0.022436172,0.014142424,-1.4842325E-4,0.03480479,0.038272113,0.022296704,-0.021148846,0.06782095,0.01966285,-0.03294019,0.008371633,0.038760856,-0.021479711,0.0056200065,-0.07954058,0.0951522,0.04670841,-0.018518016,0.001965859,0.11237928,-0.006320901,0.037430078,0.020435117
胶质层厚度-桐煤,0.014013551,-0.045570895,-0.0013840757,-0.04099211,-0.009992503,0.030050896,0.0071680415,0.004034104,-0.0699189,0.0015584864,0.032598626,-0.09019246,0.009486705,-0.10161673,-0.06928074,-0.07381503,0.057750627,-0.03538619,0.12429847,-0.04965271,0.03503119,-0.0041573346,-0.07963615,0.0036053993,0.064213894,0.03846607,-0.015356425,0.080904454,-0.07707527,0.009428561,-1.5843101E-4,0.05058441,0.016075915,0.0026715454,-0.028146166,-0.0017332025,-3.8374215E-4,-0.015250977,0.018867508,-0.041658312,-0.0011703148,0.084027216,0.10539551,0.044911068,-0.057582323,-0.06119913,-0.03986652,-6.963536E-4,0.0119139105,-0.04018686,0.017751833,-0.008393664,-0.016174816,0.008683272,0.052194867,-0.071600154,-0.02288523,-0.026655395,-0.09138323,0.06388895,0.0381483,-0.05127237,0.1355514,-0.0692284,0.043807507,-0.04014933,-0.030387387,0.02940989,0.05393625,-0.004453279,-0.011284642,0.001260303,0.008749715,-0.038236883,-0.096076824,0.048011124,0.008971155,-0.037672624,0.023097895,0.03648868,0.02646606,0.07981547,-0.049426276,0.026361905,-0.115195185,-0.014859829,-0.06568092,-0.0035593999,0.02908254,0.075439304,-0.024467977,0.014445873,-0.077173814,-0.007810992,-0.08708358,-0.01572148,-0.010385446,-0.040735953,-0.0487895,-0.06171819,-0.011713639,-0.075993665,0.029354513,-0.026191212,0.040342722,0.012564912,-0.027957782,0.15882286,-0.01119411,-0.0043180464,-0.06641157,0.019395694,-0.02148819,0.02867277,-0.07570421,0.013813145,0.024207085,0.07983723,0.011857621,-0.042267617,0.10245495,0.018711066,-0.024124037,0.024655117,0.03259183,0.016045751,-0.02269625,-0.034236554,0.013516966,0.057452768,0.106090255,0.05112744,-0.06670451,-0.0252043,-0.05792349,-0.07920823,0.12123725,0.033766396,-0.04603811,0.07174651,0.019297473,0.049401715,0.0017073322,-0.025901396,0.036610708,-0.060319357,0.009732781,-0.068429984,-0.13114029,0.018371426,0.017551478,0.024835203,0.01874055,-0.016861998,-0.047916636,-0.001512073,-0.021710277,0.06708433,0.07692554,-0.014037024,-0.0013220161,-0.036263324,-0.04204608,-0.038789816,0.0069673737,0.02584643,0.1287387,0.043773677,0.0023051295,0.0034199283,-0.01620758,-0.102370255,0.056870773,-0.025017843,0.012325261,-0.10223447,-0.044444144,-0.09441677,-0.018404432,-0.028287645,-0.03300703,-0.009019639,0.049335197,-0.15672395,0.079413824,6.388277E-4,-6.4162165E-4,-0.0024886914,0.10108789,-0.025450008,-0.06963359,0.052944172,0.07850311,0.009962097,0.0090549365,0.024717897,0.0023929486,0.06081308,-0.10648231,-0.033249594
编研-档案资源,0.03361179,-0.020422962,-0.0062019066,-0.004344851,-0.039426673,0.08981695,-0.0042637438,0.0705781,-0.02052068,0.012789838,0.051153958,-0.015830245,0.009609822,-0.021383293,-0.00528915,-0.03085129,0.0017530359,0.04874797,-0.03116864,-0.04791265,0.05460374,-0.003982598,-0.0113370195,-0.036854543,-0.05717934,-0.03595397,-0.006748244,-0.021251116,-0.040776998,0.031335384,0.029655658,0.06082581,0.029684307,-0.02066691,-0.050428174,-0.048132148,-0.09026917,-0.06984639,-0.033604387,0.027619574,0.02390005,0.05772769,-0.030559584,-0.018834673,0.0497567,0.058174036,0.039221287,0.0014925078,-0.0063450113,0.013021617,-0.055119894,-0.015442754,-0.018096814,0.062720366,0.008955967,0.0035792813,-0.010034002,-0.08002229,0.041984223,0.007848322,-0.008766949,0.037964843,0.013611101,0.04831488,0.00442742,0.03278797,-0.016188033,0.007997554,0.07082304,-0.027741723,-0.035057716,-0.028365314,0.08125049,-0.035462573,0.0075888727,-0.05894556,-0.03460057,0.017516915,-0.092099175,0.06694773,0.0072518466,-0.03568031,-0.022307727,0.027246252,-0.04246057,0.0014174692,-0.016529202,0.022115812,0.0012575015,-3.1241775E-4,-0.0126575455,0.06833289,0.04884842,0.053069927,-0.020098366,-0.07552341,-0.04631856,-0.0823327,0.048313994,0.038735308,-0.00809985,0.033774674,-0.05480224,0.013403788,-0.004412353,0.003276579,0.011806343,0.028478667,-0.019193035,0.0229256,0.02714931,0.001230404,0.040183738,0.0699362,-0.0424026,-0.03478765,0.06405844,0.024953268,0.065370694,0.03222283,-0.024427503,0.00484523,0.01687643,0.07727757,-0.017359301,-0.015258342,0.031880688,0.033655584,-4.8413128E-4,-0.030523993,-0.017877005,0.027188467,0.041773714,0.0047227517,-0.028129928,0.02748238,0.014892228,-0.015483666,-0.013700787,0.03113456,2.4918467E-4,-0.009460776,0.014258426,-0.049007937,0.029606834,-0.039944015,-0.008982893,-0.028108813,-0.028784435,-0.011238083,-0.028725393,-0.025393102,-0.0063459277,0.025556657,-0.003273949,-0.011213444,0.01941627,0.024087371,-0.027949497,0.005325366,0.01663696,0.0026752204,-0.011573261,0.010724455,-0.01752501,-7.3390454E-4,-0.010464777,-0.034839995,0.020901073,0.027342282,0.064898886,0.03507056,-0.011316692,-0.012924412,0.057666317,-0.034947235,-0.03995651,0.024793625,-0.086839,-0.022536604,0.040281326,-0.03014382,-0.0364163,0.031658206,0.03778539,0.028742071,-0.016497606,-0.051695734,-0.023915961,0.015165145,0.08988029,-0.064503826,-0.023618428,-0.010027278,-0.05384478,-0.06444123,-0.011237731,0.00903479,-0.039259825,0.022374567
辅助件-梳形板,4.838407E-4,-0.006567247,0.014876816,0.056454908,-0.06646383,0.08016581,-0.0029907222,0.029736485,-0.024190297,0.0010010973,-0.010048412,-0.037725847,0.004461646,-0.0655223,-0.022838373,-0.031915277,0.03857883,-0.012593184,-0.07938159,-0.04022114,-0.049179036,0.009773904,-0.091432974,-0.041315682,0.05103467,0.12070063,0.016007088,-0.022381207,-0.03460758,0.02358727,0.031356536,0.02188206,0.012101438,-0.059439696,-0.026830932,0.0041703433,-0.009144925,-0.010750227,-0.085556306,-0.056912053,-0.036711,0.06994961,0.03352817,0.0079934,-0.024861714,0.034639113,0.050537616,0.05633834,-0.016594045,-0.041028198,0.061049648,-0.044790648,0.06981451,-0.074949145,0.021418674,-0.006987162,-0.021916747,-0.035555955,0.035129778,-8.574638E-4,-0.01647975,-0.04835095,0.042802498,0.006714143,-0.006303776,0.0021751858,-0.024725214,-0.028379634,0.05691084,0.030007482,-0.017452627,-0.038791634,-0.0149700325,0.09151436,-0.04126621,-0.011257343,0.11717279,0.0059023015,-0.046069197,0.016438857,0.027252764,-0.019313995,0.0208521,-0.017106082,0.0475223,-0.045817763,0.014207311,0.05604105,0.025743771,-0.028118454,-0.06303474,0.063144565,-0.06327495,0.074978046,-0.042227443,-0.04990557,-0.021402061,-0.014547594,0.041414764,0.004840575,0.052685566,-0.007494008,0.13054056,0.03263139,0.020492457,0.037027076,0.021536179,-0.086755365,-0.08960292,0.059751973,0.049158037,0.037669703,-0.06501414,0.025097027,0.023098182,-0.0092634475,0.021952474,0.008957893,-0.006978575,-0.084008746,-0.052307285,0.06008741,-0.028053228,0.017980166,0.019136168,-0.005554244,0.038829025,0.007987396,0.04164271,0.08520725,-0.018009065,0.002675306,-0.096470684,0.05024486,-7.2736136E-4,-0.05089563,-0.010897763,0.08846322,-0.023158684,0.019293979,0.012423575,-0.07852949,0.01776392,0.027295943,0.056441106,0.0739291,-0.044665474,0.0035626367,-0.023702279,0.015234588,0.0072120167,-4.582852E-5,0.042780936,-0.022230977,-0.059599444,0.02820421,0.07849081,0.03326932,-0.019448731,-0.031465597,-0.021804899,0.02513529,-0.0061973482,-0.050230745,0.040888783,-0.023516223,0.0046809614,0.05201163,0.008701994,-0.069147974,-0.016623177,-0.005732946,-0.0018144697,-0.08619732,-0.009172624,-0.026805092,-0.0031804424,-0.016453922,0.022823796,0.012058716,-0.010611527,0.079193294,0.06731499,0.025054663,0.022951005,0.010351741,-0.07083892,-0.012958155,0.04217657,0.016297027,-0.03383653,-0.06627572,0.0562359,0.05858294,-0.0736393,-0.02413261,0.003347434,0.02493368,-0.0672248,-0.019171618
铣削螺纹-梳形铣刀,0.048390515,-0.030879498,0.0049240887,0.0020517558,-0.0016394071,-0.023018016,-0.05724176,0.0038401335,0.019181062,0.006322773,0.04418619,0.06447624,0.012267716,-0.0023158044,0.019516997,-0.0365427,-0.0680402,0.011878364,0.06489603,-0.018228639,0.014092714,0.012038067,0.034706734,-0.004430935,0.047509305,0.014512464,-0.045797527,-0.027401194,-0.0034502558,-0.034033522,0.022106718,0.002890557,0.028329045,0.007674694,0.07626104,-0.027151026,-0.016221553,0.043590102,-0.045657083,0.030534893,-0.043004535,-0.021048782,0.031804945,0.04032441,-0.05496835,-0.0042987242,-0.027460333,0.03816353,0.020926481,0.017211985,-0.011858944,-0.022028059,0.046016455,-0.053995073,0.03890454,-0.009198334,-0.03457439,-0.032237276,0.030191885,-0.028576057,0.0025443877,0.029637989,-0.014613688,-8.560084E-4,-0.014587672,-0.045307513,0.03453888,0.012984723,0.015615191,0.014620259,0.009951226,-0.02848067,0.01599697,0.04875979,0.0070556933,-0.025884151,0.00649132,0.0334908,-0.050241195,0.008314807,-0.056801178,0.01616358,0.0030440465,-0.024714522,-0.019720398,0.04722258,0.05840045,-0.0022395179,-0.03443972,-0.021623071,0.0067469627,0.050608784,-0.009185862,-0.012521498,-0.03245468,0.055483148,-0.014269378,-0.089553244,-0.043049335,0.028788874,-0.04995603,-0.051259056,-0.078822434,0.037440263,0.039989047,0.04682166,-0.0050620586,0.017068565,-0.039057817,0.010880508,-0.035778914,-0.019951627,0.04945211,-0.02871174,0.01663911,-0.018912494,-0.033374712,0.032564737,-0.010126032,0.050054118,-0.035614766,0.017458633,0.022257758,9.606946E-4,0.047614764,-0.04046143,0.0053985566,0.017686427,0.044095367,-0.006455851,0.027902953,0.014446954,0.04288728,0.038004022,-0.0804884,0.045980643,-0.026383072,-0.021752896,0.046814058,-0.030760713,0.021800917,-0.009980608,0.017701462,-0.039004758,-0.030850112,0.014040738,0.0029943734,0.016369842,0.06253317,-0.04945155,0.027616736,-0.0013601072,0.07553431,0.010662001,-0.008803552,-0.01691132,-0.06580704,0.0024353638,0.03835946,0.009006972,0.010921545,-0.0066412836,-0.006441675,-8.858703E-4,0.028711945,0.0030288994,-0.027852152,0.0022681393,0.038196474,0.011769524,-0.025264598,-0.07405237,0.013212537,0.009953685,-0.046435107,0.07408735,0.014092436,-0.009227771,-0.040800087,-0.03939101,0.020236459,0.03154572,-0.004460551,0.007328797,0.025747273,0.04757662,0.0057508657,0.029978834,-0.010046408,0.015386526,0.027274411,-6.3926633E-4,-0.033814374,-0.0023815855,0.04577119,0.0035353024,0.011223644,-0.030411243,-0.009927303,0.0025922246
炭化-正交实验设计,-0.0048710722,-0.031457555,-0.03232241,-0.006603767,-0.005398512,0.058575097,-0.028824732,-0.032990113,-0.034186374,0.039637603,0.008086955,8.5927173E-4,4.977882E-4,0.015864437,0.0534208,0.034784786,-0.028220078,-0.0038134009,-0.02289334,-0.01951442,0.002481155,0.003241391,0.01970781,-0.050555144,0.0035395063,-0.0065909326,0.018893763,0.038180016,0.0075025894,-0.022668136,-0.04858177,-0.039193355,0.017847303,0.030040748,0.024711892,-0.036035836,0.00943383,0.008342538,-2.0347163E-4,-0.005474299,0.011363341,-0.023858812,-0.024208806,-0.011328384,0.023872092,-0.025010064,-0.043971058,-0.0012275875,0.04128009,0.037916884,-0.043295898,0.05941654,0.017014466,0.0123090595,-0.010214757,0.04080706,-0.02584316,0.018081184,0.05292155,-0.0097972825,0.016275458,0.05384032,-0.019580599,-0.028498292,-0.03945507,0.03206018,-3.7238002E-4,-0.014793526,0.0100785345,-0.0014628842,-0.0056315716,0.030564139,0.010206774,-0.033168174,0.015294552,0.041484978,-0.014662135,-6.4074993E-6,0.04569809,5.270429E-4,-0.022225512,-0.02209767,0.043984145,0.016886001,-0.036814608,-0.0123512875,0.015065299,0.029932812,0.036466695,-0.015857141,-0.03830976,0.0028424384,-0.02852776,-0.02197665,0.00298857,-0.05708054,-0.010287268,-0.013651773,-0.019449785,7.771924E-4,-0.021979606,-0.008524363,-0.0024569817,0.040383704,-0.020270431,-0.0038956357,0.017188095,-0.011175133,-0.028104268,0.042305067,0.06331882,0.020292658,0.029092947,-0.05181721,0.010239482,-0.01769277,-0.008463107,-0.010845028,-0.012488909,-0.02486894,0.035657108,-0.026990531,-0.01738105,-0.028060757,-0.0104333535,0.029379224,0.008547907,0.02368553,0.0024449863,4.1161478E-4,0.028451294,-0.046048384,0.0060372353,0.017544031,-0.010916185,-0.021720491,-0.031869087,0.010090679,0.04002618,0.03931759,0.0046304804,0.006485358,0.019527078,0.026070617,0.02269389,-0.010966793,0.007999994,0.012263499,-0.025947679,0.023087531,0.019975288,0.0067782216,0.025771502,0.029863192,0.013873585,0.025202602,-0.026618477,-0.009627581,0.029112697,-0.020283334,0.0077666044,0.0045151003,-0.017703556,-0.010793641,-0.0126017155,-0.05763969,0.016937211,-0.07026372,-0.016113438,0.00955105,-0.012929156,-0.03655511,0.008161619,0.005422388,-0.015276052,0.008295614,-0.016696285,-0.008993201,-0.010892451,0.01736305,-0.004957348,-0.0063145757,-0.0040113777,-0.016246017,-0.015845787,-0.0047338456,-0.024559528,-0.014916698,-0.039699852,0.014486091,0.029550217,0.018958114,0.0034303977,0.026690256,-0.010460675,-0.008325361,0.051078018,-0.0105939675,0.014203332,0.051506016
马金平-正德职业技术学院,-0.024617098,-0.007876866,-0.01638103,0.019660562,0.018910185,-0.033413388,-0.031666465,-0.04200472,-0.034250237,0.03791795,0.0031348243,0.0022616535,-0.0014804229,0.013249163,-0.0130823925,0.005711034,0.02989964,-0.0073916614,-0.017590255,-0.011681295,0.020431407,0.038648196,0.041977163,-0.025266789,0.02242789,-0.0789106,-1.5084445E-4,0.018425971,-0.0077731535,-0.029406037,-0.033286765,-0.040307708,-0.04197091,0.0015204474,-0.009802195,0.011498159,-0.0069892555,0.028029114,-0.02773014,0.0254963,0.009798642,-0.0147109,-0.038483657,-0.019640822,0.002744753,-0.0042358004,0.004229911,0.027620154,0.08463831,0.030658178,0.02187118,-0.031773932,0.019413004,-0.01276502,0.03239871,0.019182164,0.044092752,0.0056366846,-0.023313977,-0.029777933,0.032928288,0.07943635,-0.020363912,-0.013943383,0.073921576,0.03794021,0.036833823,0.0018844083,-6.8825483E-4,0.05440314,0.03215631,0.028132165,0.03859374,-0.028917493,0.0050410926,0.08408494,-0.066111535,0.016951032,0.029408708,-0.053635046,0.0252707,-0.015293801,0.011910263,0.06536157,0.010557798,-0.006239623,0.01072631,-0.033934325,-0.0045246854,-0.0017562583,-0.01700672,-0.0039968602,0.009295805,0.016617548,-0.02856142,0.013310485,0.06866397,0.03263197,-0.015007298,0.004238859,-0.005223915,-0.005264364,-0.0057235314,0.052140944,0.023315592,0.02553285,-0.031180048,0.087551065,-0.015460344,-0.041205343,0.02462922,0.015571121,0.0045535695,0.030890234,-0.0415171,0.050533194,-0.04384572,0.009542242,0.014235103,0.07123898,0.01162996,0.034767542,-0.01904519,0.007563566,-0.010393985,0.029742382,-0.016422428,-0.015883848,0.001896739,0.01698228,-0.019830514,-0.04068192,0.016053684,-0.022051543,-0.053433113,-0.038809963,-0.027582869,-0.008391116,-0.004262725,-0.0064407475,-0.05789527,-0.0053633656,0.05069844,0.0077233203,-0.0137324445,-0.04941509,-0.061886825,-0.010212978,-0.031756252,-0.03215431,-0.04358668,0.02391702,-0.052670345,-0.006793916,0.0357033,0.024892293,-0.05229036,-0.022726005,-0.018269591,-0.043628283,0.008239331,0.009293383,0.03105162,-0.02417098,8.899011E-4,0.003195271,0.027759045,-0.03189525,0.008881852,-0.039261997,0.03380788,0.031629972,-0.045259234,-0.045996338,-0.015004858,0.041093584,0.022391528,-5.247444E-4,0.011912823,0.0068486705,0.03265293,0.005495662,0.039815657,-0.016121574,0.022538241,-0.034856185,0.009046547,-0.015456662,-0.004812074,-0.07838274,-0.019387927,0.07330006,-0.015708208,0.09431656,0.011497542,0.010295816,0.0086355675,0.01648228,-0.05687847,0.018796578
赵连桂-武晓,0.061813056,-0.015966058,0.06058242,-0.051555935,-0.005765572,0.0474843,0.037102245,0.06815787,0.07937235,-0.04245219,0.061405923,-0.053459845,0.05281481,-0.043578897,0.021996014,-0.008594345,0.0130506605,0.01996386,0.029611448,-0.06568376,-0.010829087,-0.020092875,-5.2635744E-4,-0.06391945,0.07486912,0.12886107,0.059771553,-0.015345396,0.033155758,-0.04108893,0.021376237,-0.025893047,-0.033973567,-0.003151826,0.04467029,0.043735005,-0.036936183,-0.020517536,0.0030808821,-0.043237757,0.0138677135,0.0081762355,0.038526926,0.056064148,-0.04558912,0.03090027,0.012664184,0.008649938,0.015236832,-0.033379856,-0.01269497,0.012321055,-0.025487859,-0.016345441,0.04165388,0.07827299,0.060640648,-0.11061855,0.03787297,0.016746785,-0.0018775687,0.05039443,0.09312779,0.05465212,-0.019086491,0.027350187,0.0080368,0.016394563,0.032335855,0.033379957,-0.00382768,0.030344777,0.015173867,-0.0012833908,-0.045716003,-0.06915551,0.033494636,0.006153105,0.045053758,-0.08516101,0.036455523,0.051407248,0.08555098,0.010095146,-0.069137506,0.019817486,0.021476386,0.010477103,0.00678505,0.09584713,2.3344113E-4,-0.02839148,-0.02254507,0.032307904,-0.021038275,-0.010619082,0.025064394,0.038391627,0.07778218,-0.039706435,0.05946976,-0.026048759,-0.017538939,-0.04428664,0.038293473,0.03583757,0.008186743,0.019514285,-0.03197033,0.03049529,0.012523077,-0.0080462545,-0.015139703,0.03477911,-0.0530734,0.059725836,-0.006516367,0.0051016062,-0.06301062,-0.0052881893,0.01224184,-0.0037605911,0.065639496,0.037340596,0.034588963,-0.084762886,-0.052302245,0.037940007,0.066500165,-0.037551165,-0.016560521,-0.010364607,-0.042767443,-0.021649092,6.2124804E-4,0.038152445,0.0048229545,0.07390889,-0.050534964,-0.046407267,0.013680518,0.010414381,-0.036849596,0.049616765,-0.015252937,0.022461526,0.033907756,-0.031656496,-0.061167095,-0.078898594,-0.03274554,0.04724441,0.02136302,0.029089719,0.0013711676,0.023950547,0.05390612,0.008332266,-0.0410416,0.017950146,0.045872293,-0.036275495,0.015814345,-0.03674162,-0.016585343,-0.015380256,0.024701115,0.027982295,0.019439977,-0.007787764,-0.0378612,0.04383789,0.060416415,-0.03609912,0.005280858,0.010396868,0.05033014,0.0024146847,-0.020603986,0.011357427,0.043919414,-0.062919125,-0.022823684,-0.062473506,-0.036687028,0.0097182095,0.0016758293,-0.010834746,-1.9724667E-4,-0.013319377,-0.036539614,0.05157853,0.01640626,0.021602303,-0.0031376453,-0.014522281,-0.05136074,-0.027985584,0.03639508,0.02613157
毒液-毒气,0.011994816,-0.022787951,-0.010678962,-0.01624205,0.013285674,0.010203067,0.05578257,-0.016028851,-0.028828137,-0.031209849,0.02058594,-0.041463047,-0.0050205514,-0.015816443,0.0068056323,-0.015178196,-0.016123112,-0.037196603,0.034534886,0.023906097,-0.013233915,0.02027758,-0.017854799,0.012055587,-0.011454012,0.0053247884,-0.012472682,-0.02032341,0.0057175383,-0.033274,-0.015518427,0.014559038,0.008857951,0.0049633067,0.02038142,0.007781066,-0.03396135,-0.014782667,-0.030104686,-0.021792507,-0.04034482,-0.004708331,0.0048287567,0.015693579,0.003037572,0.021089114,-0.014792029,-0.011662342,0.022468787,-0.017846575,-0.0076121576,0.014419496,-0.0017498843,-0.010382868,0.036909636,-0.0268602,0.016510889,0.03703922,0.012048879,0.022542994,-0.017569043,0.02401759,-0.016566,-0.022645164,0.0012842193,0.012814134,-0.002219662,0.0164273,-0.01815326,0.014831706,-0.00233702,-0.0060696956,0.016578767,-0.024126807,-0.03136289,0.0045670345,0.04651346,0.0016823914,5.624816E-4,3.458634E-4,0.0037011132,0.020529795,0.021237433,-0.009606704,-0.041757826,-0.026200414,-0.002649583,-0.020647064,-0.021150623,-0.0111451,-0.033323564,-0.018666849,0.008698631,8.949861E-4,0.0140026575,-0.020795442,1.6950071E-6,-0.0036320686,-0.041796707,-0.02358713,-0.017338652,-0.022104815,0.025901822,0.02935411,0.02851421,0.010822963,-0.0175675,-0.022597691,-0.013626366,-0.009711631,0.019868352,0.028972821,0.010198237,0.022996485,0.022566095,-0.013964832,-0.029136425,0.024160257,-0.01381623,0.037618242,-0.019901648,-0.022933114,-0.018483046,-0.0070301257,0.019170918,-0.021170732,-0.00809671,-0.038241446,-0.0026999973,0.010334127,0.015341327,-0.008834295,0.036632754,-0.007877991,0.0070745423,0.0048266947,0.030056037,0.030882366,0.0036568241,-0.025108168,0.0026116483,-0.01368732,0.0010961071,0.00725409,0.0070307674,0.010586292,-0.00668573,-0.029393751,-0.018507313,-0.018922973,0.032991424,0.021920532,0.024847854,-0.011023968,0.003125079,-0.03843559,-0.03214277,-0.049406677,0.011415809,0.0061017163,-0.006970279,0.017727643,0.01774574,0.05628078,-0.025193185,-0.0156519,0.004944591,-0.023526147,0.0072058644,-0.02219468,-0.033453546,0.006475538,5.2238256E-4,-0.019100316,-0.0063227825,0.0292585,0.010049738,0.0014902744,-0.0015971735,-0.002222309,0.022599436,-0.022302479,0.011331056,-0.006218184,-0.02465104,0.024526743,-0.02610361,0.055892024,-0.016857937,-0.010566466,-0.024787508,-0.0165914,0.02554792,0.00978322,-0.0058223754,-0.015850388,0.0100791585,-0.018463314,-0.017642446,-0.030239783
