1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201
浮球-杠杆,-0.0830623,-7.447377E-4,0.040305052,-0.0069044717,0.029280229,-0.007573511,0.017327875,0.035866812,-0.022448951,-0.017086066,-0.011091169,-0.035032585,-0.038408265,-0.022459362,-0.022449248,0.003859955,-0.015502032,0.016072035,0.023900177,-0.056772623,0.048110098,0.017359015,0.011319302,-0.0028285421,0.03438916,-0.02340794,0.044023793,0.02787818,0.02495177,0.027717702,0.0081885755,0.0010735914,0.0049605854,-0.027773865,-0.047271993,-8.6663826E-4,-0.012234554,-0.047442503,0.01199303,-0.06198567,0.005279571,0.0030568102,0.025637299,0.029021524,-0.051935393,0.0451817,0.020681413,-0.04885209,-0.0060199946,0.020863712,0.008882917,-0.037814695,0.017756535,0.034051374,0.021631796,0.012453139,0.015173502,0.008626819,0.014915327,0.033418953,0.009602994,-0.031234736,0.046681877,-0.026187157,-0.050849855,0.011917787,0.0036659688,-0.083021834,-0.047207735,7.539615E-4,-0.023927957,0.033359334,0.010826297,0.04032381,-0.00913316,0.035759956,-0.04952329,-0.042102143,0.04634621,-0.033174194,-0.040262304,0.027870111,-0.012579486,0.025459655,-1.9694492E-4,0.0186601,-0.011450099,0.045897093,-0.07605936,-0.031133512,0.06234444,0.007879208,-0.011356603,-0.03228502,-0.047988363,0.008660797,0.04739359,-0.015819486,-0.02707693,0.017273962,0.009983506,-0.019797135,-0.0017463434,0.0120934,0.10446713,-0.086465195,-0.052751444,-0.0496164,-0.046984933,-0.0023114693,-0.035392974,0.026004193,0.021365335,-0.07353619,0.0012944341,-0.025940873,-0.003878735,0.021466676,0.06318514,-0.051427387,-0.07406175,-0.0034523495,0.037139125,0.0041775303,0.04182173,-0.029382743,-0.021802032,0.012442913,0.0021489635,-0.02939151,0.0016337931,-0.019939201,-0.04036642,0.037388995,0.012419604,0.04587032,0.03385593,0.008461336,-0.002161325,0.001044631,-0.0011753067,-0.004903242,-0.030108437,-0.066768266,0.017895648,-0.0388631,-0.009633627,0.038307704,0.020716283,-0.007357456,0.008342346,-0.005674869,0.05915679,-3.7335604E-4,0.025311708,-0.03595757,-0.010298066,-0.018603887,0.035388116,-0.002339147,0.02346241,0.05078613,-0.0060886145,-0.062205765,-0.007794678,-0.014970448,0.0341175,-0.06039377,0.015169345,0.056315,-0.001407003,0.041139804,-0.0010755621,-0.079158835,0.050213456,0.025624916,-0.02020903,0.0834481,-0.025644396,0.0024507418,0.021369476,-0.019654121,0.016727451,0.027665244,0.0090633,0.041877054,0.01746355,0.032587778,-0.012227461,0.008556394,0.02196993,0.015387682,0.026312105,0.04917542,0.027781092,-0.039879397,0.066410154,0.02580229,0.009536862,-0.08247687
离子膜电解槽-极网,0.0026631355,0.03338661,0.035001688,0.08248696,-0.025004314,0.0150950365,0.004809361,-0.04856922,-0.058819942,0.013358004,0.0683673,0.02653927,0.047987238,-0.007982958,0.06907953,-0.02280274,-0.0014473535,0.05080343,0.028575893,-0.03871152,0.07677786,-0.069475695,-0.10803164,-0.08227242,-0.009512991,0.045904383,-0.0014147833,0.04163412,-0.040113438,0.029168056,0.007420711,0.011304082,-0.004721526,0.030880049,-0.0063508116,0.011324868,-0.03777023,0.05347222,0.038492627,-0.05777797,-0.0283802,0.06485228,-0.12794363,0.023162141,-0.0512443,0.02888918,-0.035854537,0.057173148,-0.0065053552,-0.030061964,-0.0024091154,-0.0012332425,0.0518974,-0.043233667,0.024656236,0.015804961,-0.06932625,-0.03668578,-0.08171484,4.3946132E-4,0.06579329,-0.053851638,-0.018904954,0.027412992,0.0029008612,-0.04133503,0.043933243,-0.0023603458,0.012963429,0.027711049,0.026332248,0.023199974,0.015590847,0.05367821,0.0017460361,0.00635349,0.046916228,0.012554735,-0.05036774,-0.050913222,-0.008844577,0.041614994,-0.06639997,-0.090911165,0.036412027,-0.07792299,-0.050551116,0.046816353,-0.0035145637,-0.074535474,0.05061076,-0.008932121,-0.06703439,0.011699794,-0.015560856,-0.042881515,-0.018412217,0.07065786,-0.028615281,-0.008885913,-0.04094882,-0.053446148,0.021123733,0.08901401,-0.08285202,-0.023820128,-0.0062138364,-0.015963968,0.0058336705,-0.018317133,0.03788191,0.024544297,-0.008474778,-0.005551733,0.0658559,-0.06270243,0.05718321,-0.02133823,-0.030119127,0.02220976,0.039721876,-0.051119987,0.008816294,-0.015668176,0.0075864866,-0.04006257,-0.051198237,0.09113231,-0.0023785606,0.007180174,-0.030735705,-0.004672855,0.034087904,0.008116268,0.03755149,-0.013882451,-0.0073011424,-0.014229629,0.13076293,-0.00921849,0.062820986,-0.01561686,-0.016584488,0.047359183,0.0064691007,-0.048544206,0.008404572,0.0063643754,0.02442545,0.016979957,0.057031248,0.016691282,0.026173402,0.010900274,0.009373695,0.07768547,0.02970063,0.09122441,0.014944883,0.006235305,-0.07282288,0.06114556,-0.02854195,0.02981976,-0.023418434,0.036048714,-0.04391933,0.016340524,-0.005082883,-0.0011514202,-0.014408223,-0.025003497,-0.060004793,-0.06056772,-0.024178246,-0.0034475783,-0.02124495,0.03223476,-0.082316086,0.016757093,0.018521653,0.009090422,-0.025776014,0.031952303,0.02230845,-0.014647763,-0.021670349,-0.00843253,0.047901202,0.020427056,0.010387033,-0.0015402606,-0.020825163,0.022878446,0.0030680709,-0.01371808,-0.026051559,0.08714211,0.028581936,-0.09512595
高岩-林增,-0.09840102,-0.031634703,-0.06571421,0.043565195,0.014802448,0.011384003,0.0041585797,0.091683544,-0.025281813,-0.018383455,-0.0046423823,0.01554217,0.030338775,-0.036256935,0.08029525,0.03839548,0.06883966,0.036400955,0.024623275,0.04201279,-0.043658808,-0.013460697,-0.07116059,0.035167295,-0.06736798,0.06347121,-0.061851356,-0.034154676,0.0043784864,-0.008679069,0.022857118,0.015503137,0.019709932,0.03402972,-0.009546084,0.027026242,0.011498611,0.038253073,0.024402678,0.027983718,0.035078436,0.040521465,-0.04068166,-0.057717033,-0.017600246,-0.011785198,-0.009448566,0.05109208,0.024397742,-0.040727943,-0.018204516,0.004146419,0.059848577,0.012115948,0.0042431653,0.06237121,0.06707805,-7.066503E-5,-0.040118966,-0.014115524,-0.040343028,-0.009899676,0.028508577,-0.02407376,-0.031876527,-0.06877933,0.027497308,-0.021215154,-0.010640372,0.07110456,-0.059821904,-0.034550626,-0.018713307,0.07623123,-0.0075320452,0.042239726,-0.053622298,0.05315879,-0.007976204,-0.04238029,-0.0420409,8.991286E-4,-0.020518474,-0.013017227,0.044503246,0.020050425,0.049467664,-0.061914913,0.095944256,-0.039670587,-0.038302258,-0.028224094,-0.02122353,-0.021413222,-0.0022262037,-0.033335187,0.010003515,-0.050943945,-0.04583428,-0.08567707,0.0843053,0.02874875,-0.040920757,0.017308708,-0.018986143,-0.015816264,-0.004492119,0.003321167,-0.04090944,0.006159121,-0.14061303,0.029913263,0.06866936,-0.012041014,0.019316945,0.043980967,0.05279217,0.0057320073,-0.046200763,0.038223673,-0.030015316,0.062042467,0.020465147,-0.049366087,-0.044667255,5.834587E-4,0.06826159,0.0038834745,-0.01193223,0.083507404,-0.03138257,-0.10392402,-0.016213857,0.034671217,0.03201376,0.08649402,0.09534079,0.013753355,0.0029095933,-0.0313811,-0.00980673,-0.015044952,0.0072800145,-0.07614769,0.02880657,-0.039734438,0.042224318,0.058352005,0.06362871,-0.05397293,-0.030462705,-0.028558198,-0.019074261,-0.03399994,0.09690023,0.006872589,0.0044572186,0.041418746,0.038551766,-0.024315834,0.0864539,0.06057775,0.025414497,-0.073073596,0.031906683,4.043579E-4,-0.029680632,0.025271926,-0.079966515,-0.05160444,-0.07156636,-0.024975702,0.1382978,0.017165117,-0.03402899,0.039501287,0.082460485,-0.09393293,-0.13653266,0.10224295,0.0072030798,-0.016930804,-0.026774632,0.086765304,0.041494943,-0.012620151,-0.034561228,0.0011777976,0.044809952,-0.009577274,-0.09429991,0.026823744,-0.024487399,-0.07083974,0.050595064,-0.04364159,-0.0033525266,0.036879744,0.0052016675,0.050458565
瓦特摩尔-标准符号,0.021714311,0.008869104,-0.011568829,-0.003510587,-0.02019634,-2.4877116E-4,-0.01177492,-0.019861214,0.0037105978,0.0029211491,-8.863658E-4,0.007205762,1.9585714E-4,0.0128029995,-0.015528479,-0.0013615936,0.019478995,0.0066894367,-0.009667534,0.015308134,-0.005377356,-0.0039830953,0.0038064532,0.0024902225,0.011020727,-0.01710216,0.0053461157,0.011124048,-0.010252781,0.0075208573,0.0017267242,-0.016033117,-0.020329133,0.017491862,8.5439533E-4,0.009551248,-0.019969298,0.004320476,-0.0046615265,0.004778657,0.0068958364,-0.003932819,-0.007894415,-0.011674613,0.0075396765,0.0066008717,0.004231438,0.007871881,-5.5131316E-4,0.002968192,0.0027530491,0.020698518,0.002075375,0.009884125,-0.0202488,0.0069800816,-0.006304346,0.0220519,0.022455601,-0.00377962,-0.013997879,0.023370929,-0.0018686056,0.007303849,0.007545151,0.018478818,-0.005472347,0.0037716106,-0.0122810155,0.0043253065,0.031724676,0.006530322,0.026282698,0.0011570901,-0.0028463192,0.0073357224,-0.0021378696,0.018875107,-0.033504628,-0.008684702,-0.0128205605,0.0076148575,0.011082161,-0.0065131597,0.03455413,0.009493612,0.029592268,0.010144271,-0.0032618865,-0.02855879,0.016063765,0.017876461,-0.0030174963,0.0101735145,-0.009302191,-0.0115097165,0.013590053,-0.013185687,0.01948896,-0.010813778,0.002234593,0.008716114,-0.016755313,0.0017285347,-0.0074894084,0.024088103,0.013551617,0.0119027365,0.013620034,-0.02474005,-0.0035828054,-0.0037586167,-0.017460322,4.805848E-4,-0.0034736842,0.004976239,0.0015037898,-0.010109011,0.03037814,-0.021402955,0.008611783,0.008531089,0.0053833798,0.012005831,-0.031148743,0.012908161,0.013291258,-0.011272848,-0.028101157,-0.0063969074,-0.02255047,-7.467512E-4,0.005155936,-0.0069098696,0.010945551,0.00638891,0.018126458,-0.024809184,-0.015652295,0.013597442,-8.4067346E-4,0.009428304,9.2794E-4,0.01094415,-0.010933727,0.027114488,-0.010560431,-0.004146099,0.0144792,-0.019914247,-0.0055948794,-0.0024280325,-0.029993702,-6.8718195E-4,-0.019897668,0.0107427165,0.016851373,0.0041534603,0.0010068528,-0.004057657,-0.013074979,-0.01146298,0.02098395,0.021146653,0.01661726,-0.0053878576,-0.022969471,0.003887076,0.0029885175,0.0014874637,-6.526634E-4,-0.0013557561,0.021051357,0.014366578,-0.023315392,0.024315473,-0.009367898,-0.01089,-0.0015159477,0.006664701,-0.0015876368,0.021476768,-0.00200776,-0.028940842,0.011493182,-0.021286353,-0.0095974635,-0.02825115,-0.0030367374,-2.3772381E-4,0.017113663,-4.2968243E-4,-0.0072008576,7.509813E-4,0.020543773,0.004251994,0.001020064,0.01960843,0.004014492,-0.0053400323
高压转子-核电汽轮机,-0.06245099,-0.039799448,-0.04012184,-0.0171477,-0.02305651,0.07921833,0.011883423,-0.013894975,-0.002924841,-0.019653514,0.04476919,-0.0030603837,0.032397736,0.0040463544,0.0047959983,-0.03423002,-0.046295155,-0.008248113,-0.060561962,-0.03654933,0.0030788109,-0.015884198,0.0144535685,-0.04320709,-0.015562199,0.03648322,0.029013857,-0.015310958,0.005762808,-0.026743397,-0.015287727,0.02256538,-0.042444523,-0.029393148,-0.0069340672,0.010169022,-0.033831235,-0.0013286397,0.030770414,0.04264575,-9.743199E-4,0.043511346,0.029556163,2.8755516E-4,0.005816535,0.025176484,0.0155657865,-0.0132183,-0.0012854338,0.01764518,-0.022533447,-0.05497229,0.04174988,-0.06471612,0.0048048683,0.11957718,0.013447903,-0.0010090172,-0.029229276,0.028078899,0.005424103,0.042619698,-0.03391529,-0.03418746,-0.04688532,0.050556757,0.021196648,-1.0770932E-4,0.055008456,0.009089373,-0.038900215,0.011274263,0.0047006644,-0.015196501,0.017994631,-0.018008277,0.0290629,-0.030411318,-0.035161927,-0.060735356,-0.051623818,-0.046950575,-0.0066447556,0.013145687,0.0044137556,-0.049595118,-0.03932762,-0.017210249,0.08393482,0.03719125,-0.016578294,-0.049900968,-0.026924778,-0.03512218,-0.11779905,-0.07146002,0.06307773,-0.017781831,0.016471319,0.008528817,-0.0069550127,0.003918089,0.025158044,-0.022241943,0.042722125,0.005086126,0.00250379,-0.013446467,0.021682674,-0.004550291,0.05169867,0.07972414,0.013307609,0.029044805,0.038237844,-0.07885449,0.002850436,0.024681326,-0.008709053,0.063465364,-0.02940474,0.011540374,0.029504336,-0.02728356,0.0629088,-0.053945318,-0.02190303,0.020279512,-0.03517535,0.037181277,-0.0993296,-0.001890488,0.038954325,0.00790276,-0.013406245,0.02403086,-0.03370854,-0.033432357,-0.019991666,0.03755388,-0.0075153247,0.018582433,-0.00459479,-0.01979966,-0.023276923,-0.044604443,-0.018710706,-0.039183527,3.211759E-4,-4.633516E-4,-2.1269452E-4,-0.008069338,0.0043456466,0.04432691,-0.0076132864,-0.057275377,-0.0032111732,0.02404461,0.062428515,-0.08038257,-0.03291455,0.027196452,-0.01703091,1.4983583E-4,-0.0635412,0.054089513,0.05013374,0.013997316,0.029071866,0.0016915053,0.02681347,0.026661076,-0.009541325,-0.049206067,0.037709095,-0.03913228,-0.02600282,-0.022436172,0.014142424,-1.4842325E-4,0.03480479,0.038272113,0.022296704,-0.021148846,0.06782095,0.01966285,-0.03294019,0.008371633,0.038760856,-0.021479711,0.0056200065,-0.07954058,0.0951522,0.04670841,-0.018518016,0.001965859,0.11237928,-0.006320901,0.037430078,0.020435117
潘德军-桂琴,0.003319297,-0.012385454,0.0452693,0.02996261,0.021316618,-0.025600716,0.017789371,0.003431566,-0.015866904,-0.053917885,-0.071303844,0.04590337,0.03335432,-0.015204601,-0.07578833,-0.026136152,0.083403245,0.03194292,0.0483931,-0.090313256,0.032706436,-0.008880038,-0.028404891,-0.045098096,-0.06491621,0.010569878,0.04733594,-0.026848748,0.06940772,0.024456516,-0.049703505,-0.022108715,-0.07370597,-0.033263266,0.04766158,-0.028906506,-0.009752709,0.055311188,0.07722666,0.0070141256,-0.011567116,0.015322875,-0.03327215,-0.026417661,0.011898361,-0.07346122,-0.046176344,-0.017667012,0.0032815188,0.004936802,-0.070109926,0.026282381,-0.05496779,0.0010274509,0.022349821,0.054755695,0.0060932785,-0.01612974,0.03335189,-0.038012154,0.03032457,-0.060058385,0.11049176,0.0028449222,0.011997398,0.00721772,-0.054350596,0.047443688,-0.019529626,-0.041993335,-0.0016827695,-0.08659221,0.00862509,-0.0028624162,0.047308728,0.09848181,-0.01644757,0.026895268,0.025915343,-0.0012368634,0.0017847568,-0.037944864,-0.017770939,-0.023836315,0.033546377,-0.009604191,-0.03339647,-0.0015636636,-1.6447343E-4,-0.11340891,0.049727246,0.017906308,0.011103772,-0.052156962,0.0026132762,0.025989892,-0.042179532,-0.0019217143,-0.018229932,-0.031767666,0.009688642,0.053672906,-0.002010679,-0.04639537,0.014815871,-0.0034627486,-0.008324628,0.0704186,0.01310084,0.09002333,-0.02642173,0.015839357,-0.02013158,0.045063887,0.05365625,0.04529385,-0.002634164,-0.038731676,-6.521121E-5,-0.0014303299,0.045204163,-0.01244905,-0.055852592,-9.469604E-4,-0.045479137,-0.0392351,-0.020225374,-0.017243035,0.0023722425,-0.06571777,0.024144765,9.6052885E-5,0.014034334,0.1265978,0.0010121008,-0.05320908,-7.24718E-5,0.08198495,0.061166912,-0.06805667,-0.07566026,0.03017503,0.007471539,0.012505896,-0.063486084,0.06970301,-0.015984029,-0.049059063,0.033252236,-0.018605866,-0.037930295,0.004999697,-0.03041603,0.036377486,0.086454175,0.034125634,-0.041635007,0.04984095,0.008410029,0.008416735,-6.804317E-4,-0.0050854534,-0.028129898,0.0139282625,-0.019441199,0.01980672,-0.004476836,-0.028921295,-0.02359733,-0.0076001883,-0.029598944,0.11092697,0.062276695,0.015401807,-0.03649956,-0.01577938,0.0090097785,0.024684124,0.021978304,-0.009465709,-0.05922648,-0.08462924,-0.025901385,0.01635788,-0.018322445,-0.004186013,-0.032763798,-0.02904262,-0.022757653,-0.01964213,0.01369676,0.06970966,0.03777816,-0.09650811,0.027447931,-0.11466679,0.021334367,-0.0064149583,0.02731856,0.045835536
编研-档案资源,0.03361179,-0.020422962,-0.0062019066,-0.004344851,-0.039426673,0.08981695,-0.0042637438,0.0705781,-0.02052068,0.012789838,0.051153958,-0.015830245,0.009609822,-0.021383293,-0.00528915,-0.03085129,0.0017530359,0.04874797,-0.03116864,-0.04791265,0.05460374,-0.003982598,-0.0113370195,-0.036854543,-0.05717934,-0.03595397,-0.006748244,-0.021251116,-0.040776998,0.031335384,0.029655658,0.06082581,0.029684307,-0.02066691,-0.050428174,-0.048132148,-0.09026917,-0.06984639,-0.033604387,0.027619574,0.02390005,0.05772769,-0.030559584,-0.018834673,0.0497567,0.058174036,0.039221287,0.0014925078,-0.0063450113,0.013021617,-0.055119894,-0.015442754,-0.018096814,0.062720366,0.008955967,0.0035792813,-0.010034002,-0.08002229,0.041984223,0.007848322,-0.008766949,0.037964843,0.013611101,0.04831488,0.00442742,0.03278797,-0.016188033,0.007997554,0.07082304,-0.027741723,-0.035057716,-0.028365314,0.08125049,-0.035462573,0.0075888727,-0.05894556,-0.03460057,0.017516915,-0.092099175,0.06694773,0.0072518466,-0.03568031,-0.022307727,0.027246252,-0.04246057,0.0014174692,-0.016529202,0.022115812,0.0012575015,-3.1241775E-4,-0.0126575455,0.06833289,0.04884842,0.053069927,-0.020098366,-0.07552341,-0.04631856,-0.0823327,0.048313994,0.038735308,-0.00809985,0.033774674,-0.05480224,0.013403788,-0.004412353,0.003276579,0.011806343,0.028478667,-0.019193035,0.0229256,0.02714931,0.001230404,0.040183738,0.0699362,-0.0424026,-0.03478765,0.06405844,0.024953268,0.065370694,0.03222283,-0.024427503,0.00484523,0.01687643,0.07727757,-0.017359301,-0.015258342,0.031880688,0.033655584,-4.8413128E-4,-0.030523993,-0.017877005,0.027188467,0.041773714,0.0047227517,-0.028129928,0.02748238,0.014892228,-0.015483666,-0.013700787,0.03113456,2.4918467E-4,-0.009460776,0.014258426,-0.049007937,0.029606834,-0.039944015,-0.008982893,-0.028108813,-0.028784435,-0.011238083,-0.028725393,-0.025393102,-0.0063459277,0.025556657,-0.003273949,-0.011213444,0.01941627,0.024087371,-0.027949497,0.005325366,0.01663696,0.0026752204,-0.011573261,0.010724455,-0.01752501,-7.3390454E-4,-0.010464777,-0.034839995,0.020901073,0.027342282,0.064898886,0.03507056,-0.011316692,-0.012924412,0.057666317,-0.034947235,-0.03995651,0.024793625,-0.086839,-0.022536604,0.040281326,-0.03014382,-0.0364163,0.031658206,0.03778539,0.028742071,-0.016497606,-0.051695734,-0.023915961,0.015165145,0.08988029,-0.064503826,-0.023618428,-0.010027278,-0.05384478,-0.06444123,-0.011237731,0.00903479,-0.039259825,0.022374567
铣削螺纹-梳形铣刀,0.048390515,-0.030879498,0.0049240887,0.0020517558,-0.0016394071,-0.023018016,-0.05724176,0.0038401335,0.019181062,0.006322773,0.04418619,0.06447624,0.012267716,-0.0023158044,0.019516997,-0.0365427,-0.0680402,0.011878364,0.06489603,-0.018228639,0.014092714,0.012038067,0.034706734,-0.004430935,0.047509305,0.014512464,-0.045797527,-0.027401194,-0.0034502558,-0.034033522,0.022106718,0.002890557,0.028329045,0.007674694,0.07626104,-0.027151026,-0.016221553,0.043590102,-0.045657083,0.030534893,-0.043004535,-0.021048782,0.031804945,0.04032441,-0.05496835,-0.0042987242,-0.027460333,0.03816353,0.020926481,0.017211985,-0.011858944,-0.022028059,0.046016455,-0.053995073,0.03890454,-0.009198334,-0.03457439,-0.032237276,0.030191885,-0.028576057,0.0025443877,0.029637989,-0.014613688,-8.560084E-4,-0.014587672,-0.045307513,0.03453888,0.012984723,0.015615191,0.014620259,0.009951226,-0.02848067,0.01599697,0.04875979,0.0070556933,-0.025884151,0.00649132,0.0334908,-0.050241195,0.008314807,-0.056801178,0.01616358,0.0030440465,-0.024714522,-0.019720398,0.04722258,0.05840045,-0.0022395179,-0.03443972,-0.021623071,0.0067469627,0.050608784,-0.009185862,-0.012521498,-0.03245468,0.055483148,-0.014269378,-0.089553244,-0.043049335,0.028788874,-0.04995603,-0.051259056,-0.078822434,0.037440263,0.039989047,0.04682166,-0.0050620586,0.017068565,-0.039057817,0.010880508,-0.035778914,-0.019951627,0.04945211,-0.02871174,0.01663911,-0.018912494,-0.033374712,0.032564737,-0.010126032,0.050054118,-0.035614766,0.017458633,0.022257758,9.606946E-4,0.047614764,-0.04046143,0.0053985566,0.017686427,0.044095367,-0.006455851,0.027902953,0.014446954,0.04288728,0.038004022,-0.0804884,0.045980643,-0.026383072,-0.021752896,0.046814058,-0.030760713,0.021800917,-0.009980608,0.017701462,-0.039004758,-0.030850112,0.014040738,0.0029943734,0.016369842,0.06253317,-0.04945155,0.027616736,-0.0013601072,0.07553431,0.010662001,-0.008803552,-0.01691132,-0.06580704,0.0024353638,0.03835946,0.009006972,0.010921545,-0.0066412836,-0.006441675,-8.858703E-4,0.028711945,0.0030288994,-0.027852152,0.0022681393,0.038196474,0.011769524,-0.025264598,-0.07405237,0.013212537,0.009953685,-0.046435107,0.07408735,0.014092436,-0.009227771,-0.040800087,-0.03939101,0.020236459,0.03154572,-0.004460551,0.007328797,0.025747273,0.04757662,0.0057508657,0.029978834,-0.010046408,0.015386526,0.027274411,-6.3926633E-4,-0.033814374,-0.0023815855,0.04577119,0.0035353024,0.011223644,-0.030411243,-0.009927303,0.0025922246
炭化-正交实验设计,-0.0048710722,-0.031457555,-0.03232241,-0.006603767,-0.005398512,0.058575097,-0.028824732,-0.032990113,-0.034186374,0.039637603,0.008086955,8.5927173E-4,4.977882E-4,0.015864437,0.0534208,0.034784786,-0.028220078,-0.0038134009,-0.02289334,-0.01951442,0.002481155,0.003241391,0.01970781,-0.050555144,0.0035395063,-0.0065909326,0.018893763,0.038180016,0.0075025894,-0.022668136,-0.04858177,-0.039193355,0.017847303,0.030040748,0.024711892,-0.036035836,0.00943383,0.008342538,-2.0347163E-4,-0.005474299,0.011363341,-0.023858812,-0.024208806,-0.011328384,0.023872092,-0.025010064,-0.043971058,-0.0012275875,0.04128009,0.037916884,-0.043295898,0.05941654,0.017014466,0.0123090595,-0.010214757,0.04080706,-0.02584316,0.018081184,0.05292155,-0.0097972825,0.016275458,0.05384032,-0.019580599,-0.028498292,-0.03945507,0.03206018,-3.7238002E-4,-0.014793526,0.0100785345,-0.0014628842,-0.0056315716,0.030564139,0.010206774,-0.033168174,0.015294552,0.041484978,-0.014662135,-6.4074993E-6,0.04569809,5.270429E-4,-0.022225512,-0.02209767,0.043984145,0.016886001,-0.036814608,-0.0123512875,0.015065299,0.029932812,0.036466695,-0.015857141,-0.03830976,0.0028424384,-0.02852776,-0.02197665,0.00298857,-0.05708054,-0.010287268,-0.013651773,-0.019449785,7.771924E-4,-0.021979606,-0.008524363,-0.0024569817,0.040383704,-0.020270431,-0.0038956357,0.017188095,-0.011175133,-0.028104268,0.042305067,0.06331882,0.020292658,0.029092947,-0.05181721,0.010239482,-0.01769277,-0.008463107,-0.010845028,-0.012488909,-0.02486894,0.035657108,-0.026990531,-0.01738105,-0.028060757,-0.0104333535,0.029379224,0.008547907,0.02368553,0.0024449863,4.1161478E-4,0.028451294,-0.046048384,0.0060372353,0.017544031,-0.010916185,-0.021720491,-0.031869087,0.010090679,0.04002618,0.03931759,0.0046304804,0.006485358,0.019527078,0.026070617,0.02269389,-0.010966793,0.007999994,0.012263499,-0.025947679,0.023087531,0.019975288,0.0067782216,0.025771502,0.029863192,0.013873585,0.025202602,-0.026618477,-0.009627581,0.029112697,-0.020283334,0.0077666044,0.0045151003,-0.017703556,-0.010793641,-0.0126017155,-0.05763969,0.016937211,-0.07026372,-0.016113438,0.00955105,-0.012929156,-0.03655511,0.008161619,0.005422388,-0.015276052,0.008295614,-0.016696285,-0.008993201,-0.010892451,0.01736305,-0.004957348,-0.0063145757,-0.0040113777,-0.016246017,-0.015845787,-0.0047338456,-0.024559528,-0.014916698,-0.039699852,0.014486091,0.029550217,0.018958114,0.0034303977,0.026690256,-0.010460675,-0.008325361,0.051078018,-0.0105939675,0.014203332,0.051506016
马金平-正德职业技术学院,-0.024617098,-0.007876866,-0.01638103,0.019660562,0.018910185,-0.033413388,-0.031666465,-0.04200472,-0.034250237,0.03791795,0.0031348243,0.0022616535,-0.0014804229,0.013249163,-0.0130823925,0.005711034,0.02989964,-0.0073916614,-0.017590255,-0.011681295,0.020431407,0.038648196,0.041977163,-0.025266789,0.02242789,-0.0789106,-1.5084445E-4,0.018425971,-0.0077731535,-0.029406037,-0.033286765,-0.040307708,-0.04197091,0.0015204474,-0.009802195,0.011498159,-0.0069892555,0.028029114,-0.02773014,0.0254963,0.009798642,-0.0147109,-0.038483657,-0.019640822,0.002744753,-0.0042358004,0.004229911,0.027620154,0.08463831,0.030658178,0.02187118,-0.031773932,0.019413004,-0.01276502,0.03239871,0.019182164,0.044092752,0.0056366846,-0.023313977,-0.029777933,0.032928288,0.07943635,-0.020363912,-0.013943383,0.073921576,0.03794021,0.036833823,0.0018844083,-6.8825483E-4,0.05440314,0.03215631,0.028132165,0.03859374,-0.028917493,0.0050410926,0.08408494,-0.066111535,0.016951032,0.029408708,-0.053635046,0.0252707,-0.015293801,0.011910263,0.06536157,0.010557798,-0.006239623,0.01072631,-0.033934325,-0.0045246854,-0.0017562583,-0.01700672,-0.0039968602,0.009295805,0.016617548,-0.02856142,0.013310485,0.06866397,0.03263197,-0.015007298,0.004238859,-0.005223915,-0.005264364,-0.0057235314,0.052140944,0.023315592,0.02553285,-0.031180048,0.087551065,-0.015460344,-0.041205343,0.02462922,0.015571121,0.0045535695,0.030890234,-0.0415171,0.050533194,-0.04384572,0.009542242,0.014235103,0.07123898,0.01162996,0.034767542,-0.01904519,0.007563566,-0.010393985,0.029742382,-0.016422428,-0.015883848,0.001896739,0.01698228,-0.019830514,-0.04068192,0.016053684,-0.022051543,-0.053433113,-0.038809963,-0.027582869,-0.008391116,-0.004262725,-0.0064407475,-0.05789527,-0.0053633656,0.05069844,0.0077233203,-0.0137324445,-0.04941509,-0.061886825,-0.010212978,-0.031756252,-0.03215431,-0.04358668,0.02391702,-0.052670345,-0.006793916,0.0357033,0.024892293,-0.05229036,-0.022726005,-0.018269591,-0.043628283,0.008239331,0.009293383,0.03105162,-0.02417098,8.899011E-4,0.003195271,0.027759045,-0.03189525,0.008881852,-0.039261997,0.03380788,0.031629972,-0.045259234,-0.045996338,-0.015004858,0.041093584,0.022391528,-5.247444E-4,0.011912823,0.0068486705,0.03265293,0.005495662,0.039815657,-0.016121574,0.022538241,-0.034856185,0.009046547,-0.015456662,-0.004812074,-0.07838274,-0.019387927,0.07330006,-0.015708208,0.09431656,0.011497542,0.010295816,0.0086355675,0.01648228,-0.05687847,0.018796578
